date,y_true,y_pred
2020-01-02,0.0162616458454795,0.0
2020-01-03,0.0049241052489596045,0.0
2020-01-06,-0.004419779987080058,0.0
2020-01-07,-0.008006610532874015,0.0
2020-01-08,0.001768790927272866,0.0
2020-01-09,0.01326502893240616,0.0
2020-01-10,0.014059047158688649,0.0
2020-01-13,0.012539323825887043,0.0
2020-01-14,0.01883451348936214,0.0
2020-01-15,0.013084542937907173,0.0
2020-01-16,0.020430992627437222,0.0
2020-01-17,0.012070389745830643,0.0
2020-01-21,-0.0021149021719238793,0.0
2020-01-22,-0.0012269441179655405,0.0
2020-01-23,0.0019013912406485316,0.0
2020-01-24,-0.0012847988274700833,0.0
2020-01-27,-0.005518975605747755,0.0
2020-01-28,0.0,0.0
2020-01-29,-0.006216326962056172,0.0
2020-01-30,-0.0006063421849249963,0.0
2020-01-31,-0.002212328385518606,0.0
2020-02-03,0.01704190016192247,0.0
2020-02-04,0.03595049385888129,0.0
2020-02-05,0.0387982778125008,0.0
2020-02-06,0.04833779950468365,0.0
2020-02-07,0.05464043871074338,0.0
2020-02-10,0.03403655492201758,0.0
2020-02-11,0.041845427738038794,0.0
2020-02-12,0.04285332246287711,0.0
2020-02-13,0.0,0.0
2020-02-14,0.0013413613700603497,0.0
2020-02-18,0.01955440061230304,0.0
2020-02-19,0.015493105453881937,0.0
2020-02-20,0.032787717140165006,0.0
2020-02-21,0.018255149721295234,0.0
2020-02-24,0.010959021780702105,0.0
2020-02-25,0.007667804678345378,0.0
2020-02-26,-0.00025988012952353007,0.0
2020-02-27,-0.041160300615575615,0.0
2020-02-28,-0.034975834436110666,0.0
2020-03-02,-0.05199904438099153,0.0
2020-03-03,-0.0694850082363726,0.0
2020-03-04,-0.09136110543083871,0.0
2020-03-05,-0.1318185494732477,0.0
2020-03-06,-0.11731505483400288,0.0
2020-03-09,-0.07573243340383211,0.0
2020-03-10,-0.007015761318292047,0.0
2020-03-11,-0.017233265075938704,0.0
2020-03-12,0.03621305388119683,0.0
2020-03-13,0.06072315735725365,0.0
2020-03-16,0.07662627391974562,0.0
2020-03-17,0.03079702588738837,0.0
2020-03-18,0.06033192587949933,0.0
2020-03-19,0.0956789198278956,0.0
2020-03-20,0.08571984645778968,0.0
2020-03-23,0.06982188412692937,0.0
2020-03-24,0.017063492466959467,0.0
2020-03-25,0.02189981869988623,0.0
2020-03-26,0.03494727328025221,0.0
2020-03-27,0.05842382788342507,0.0
2020-03-30,0.06187013916250473,0.0
2020-03-31,0.08911994292257111,0.0
2020-04-01,0.078842780797777,0.0
2020-04-02,0.042973812970074785,0.0
2020-04-03,0.04514935691448925,0.0
2020-04-06,0.010967149751000011,0.0
2020-04-07,0.03581591010256525,0.0
2020-04-08,0.054669435845527255,0.0
2020-04-09,0.024586536607812196,0.0
2020-04-13,0.0009288411103280858,0.0
2020-04-14,-0.01137497675635334,0.0
2020-04-15,-0.0007417663687502703,0.0
2020-04-16,-0.01815908107714487,0.0
2020-04-17,0.007601679023338306,0.0
2020-04-20,0.003999501663505785,0.0
2020-04-21,0.01508024464196625,0.0
2020-04-22,-0.017338583557113724,0.0
2020-04-23,-0.012010103244078115,0.0
