date,y_true,y_pred
2020-01-02,0.022844765527276944,0.0
2020-01-03,0.03159755951918455,0.0
2020-01-06,0.02644601911647072,0.0
2020-01-07,0.02965312676723337,0.0
2020-01-08,0.01810900903351528,0.0
2020-01-09,-0.0030210125625330735,0.0
2020-01-10,-0.010954838132275421,0.0
2020-01-13,-0.0025412974286725325,0.0
2020-01-14,-0.011319652455652278,0.0
2020-01-15,-0.027206506526462254,0.0
2020-01-16,-0.05255865983618021,0.0
2020-01-17,-0.04352111960479113,0.0
2020-01-21,-0.02713340238928905,0.0
2020-01-22,-0.009304992287945936,0.0
2020-01-23,-0.003364402424905405,0.0
2020-01-24,0.005644908903259459,0.0
2020-01-27,0.018610075553333244,0.0
2020-01-28,0.01967228149237905,0.0
2020-01-29,0.023662955814225766,0.0
2020-01-30,0.026243943558139998,0.0
2020-01-31,0.04718490748938531,0.0
2020-02-03,0.03458095482082922,0.0
2020-02-04,0.021765235800813326,0.0
2020-02-05,-0.00376579566150221,0.0
2020-02-06,-0.004052475713626873,0.0
2020-02-07,-0.028248719004933347,0.0
2020-02-10,-0.06439036866441206,0.0
2020-02-11,-0.0704606661320837,0.0
2020-02-12,-0.10627673910128883,0.0
2020-02-13,-0.11455045563216736,0.0
2020-02-14,-0.06952197542191255,0.0
2020-02-18,-0.09112826187593563,0.0
2020-02-19,-0.03970512213543802,0.0
2020-02-20,-0.05672043237964848,0.0
2020-02-21,-0.06263892936057674,0.0
2020-02-24,-0.08399384542095907,0.0
2020-02-25,-0.01944021202667775,0.0
2020-02-26,-0.058297695614470374,0.0
2020-02-27,-0.10131812388712133,0.0
2020-02-28,-0.021280925668815544,0.0
2020-03-02,-0.17089679203704866,0.0
2020-03-03,-0.084840567851799,0.0
2020-03-04,-0.17461074366982665,0.0
2020-03-05,-0.17183070482900434,0.0
2020-03-06,-0.20566982181747742,0.0
2020-03-09,-0.20562445763308618,0.0
2020-03-10,-0.1651272816791756,0.0
2020-03-11,-0.11294171317947557,0.0
2020-03-12,0.028964287608644754,0.0
2020-03-13,-0.05974088555144857,0.0
2020-03-16,0.08984211826809117,0.0
2020-03-17,0.024565421377725664,0.0
2020-03-18,0.019501135704669013,0.0
2020-03-19,0.067516449170155,0.0
2020-03-20,0.09763162417199207,0.0
2020-03-23,0.20207063021797655,0.0
2020-03-24,0.11959220002641571,0.0
2020-03-25,0.14672075075679072,0.0
2020-03-26,0.0879033073090709,0.0
2020-03-27,0.1007609355328989,0.0
2020-03-30,0.08764830758071071,0.0
2020-03-31,0.08687971743740223,0.0
2020-04-01,0.14727005880404412,0.0
2020-04-02,0.14050128924514982,0.0
2020-04-03,0.14159390545982656,0.0
2020-04-06,0.059613064537597786,0.0
