date,y_true,y_pred
2020-01-02,0.01592980462919318,0.0
2020-01-03,-0.00793849545662441,0.0
2020-01-06,0.008207151595704733,0.0
2020-01-07,0.01664300668792736,0.0
2020-01-08,0.03025291768356466,0.0
2020-01-09,0.03480474749266,0.0
2020-01-10,0.041387950545508236,0.0
2020-01-13,0.036564419578543346,0.0
2020-01-14,0.04116454768339347,0.0
2020-01-15,0.034694449901360926,0.0
2020-01-16,0.046937574984528704,0.0
2020-01-17,0.05471236444516849,0.0
2020-01-21,0.030703075550455216,0.0
2020-01-22,0.016200982402801198,0.0
2020-01-23,0.013719428110625743,0.0
2020-01-24,0.01806482234095952,0.0
2020-01-27,0.005395695379001712,0.0
2020-01-28,0.008204598632276598,0.0
2020-01-29,-0.006605602202455563,0.0
2020-01-30,-0.0029161969000241457,0.0
2020-01-31,-0.007635745262185258,0.0
2020-02-03,0.0,0.0
2020-02-04,0.013489835173524235,0.0
2020-02-05,0.03228736564553915,0.0
2020-02-06,0.037088947776523336,0.0
2020-02-07,0.03950561717139833,0.0
2020-02-10,0.04205043631395526,0.0
2020-02-11,0.0417929410775852,0.0
2020-02-12,0.057662124412908834,0.0
2020-02-13,0.07616571488287366,0.0
2020-02-14,0.06441319522821248,0.0
2020-02-18,0.0729938665413516,0.0
2020-02-19,0.06238712745695196,0.0
2020-02-20,0.07917163607295709,0.0
2020-02-21,0.12060823170771516,0.0
2020-02-24,0.132533029205479,0.0
2020-02-25,0.07460422539305858,0.0
2020-02-26,0.042423154790257135,0.0
2020-02-27,0.03781016977089089,0.0
2020-02-28,-0.007384396455527529,0.0
2020-03-02,0.06275486359449076,0.0
2020-03-03,-0.021662013504037868,0.0
2020-03-04,-0.06905275228925085,0.0
2020-03-05,-0.06677847810247226,0.0
2020-03-06,-0.04501056665841187,0.0
2020-03-09,-0.03137013341793391,0.0
2020-03-10,0.0024581724153198373,0.0
2020-03-11,0.03767575492936695,0.0
2020-03-12,0.03640809341896545,0.0
2020-03-13,0.08561387067273765,0.0
2020-03-16,0.014595448565502945,0.0
