date,y_true,y_pred
2020-01-02,0.019494765603552844,0.0
2020-01-03,0.02282177579130611,0.0
2020-01-06,0.024181528612504152,0.0
2020-01-07,0.032670161752704596,0.0
2020-01-08,0.028032646368750205,0.0
2020-01-09,0.0140948323267389,0.0
2020-01-10,0.01158292783688796,0.0
2020-01-13,0.006322212117271571,0.0
2020-01-14,0.0009506175564466529,0.0
2020-01-15,0.005649664284107835,0.0
2020-01-16,-0.008353794559300319,0.0
2020-01-17,-0.010078883777065967,0.0
2020-01-21,-0.007523571881024832,0.0
2020-01-22,-0.00031194067965260207,0.0
2020-01-23,0.002339854925136863,0.0
2020-01-24,0.010481242281568295,0.0
2020-01-27,0.017824023887046028,0.0
2020-01-28,0.012836801140586088,0.0
2020-01-29,0.017424636133995426,0.0
2020-01-30,0.011514025500923552,0.0
2020-01-31,0.02516374047316958,0.0
2020-02-03,0.021607397961163215,0.0
2020-02-04,0.014525824360892158,0.0
2020-02-05,0.00730868094228042,0.0
2020-02-06,0.007296406335881419,0.0
2020-02-07,-0.01726627598601436,0.0
2020-02-10,-0.03967331092489531,0.0
2020-02-11,-0.041606643412775,0.0
2020-02-12,-0.08269192775489631,0.0
2020-02-13,-0.1085628460555259,0.0
2020-02-14,-0.05880322237210322,0.0
2020-02-18,-0.0689266146002296,0.0
2020-02-19,-0.019889351733656725,0.0
2020-02-20,-0.03966690201533233,0.0
2020-02-21,-0.04930070571398251,0.0
2020-02-24,-0.07050934756595818,0.0
2020-02-25,-0.023987365513360757,0.0
2020-02-26,-0.06862229401039315,0.0
2020-02-27,-0.12573799682842882,0.0
2020-02-28,-0.024084732597618803,0.0
2020-03-02,-0.14640531094545509,0.0
2020-03-03,-0.051765022994375055,0.0
2020-03-04,-0.12574336340954054,0.0
2020-03-05,-0.14067325880678666,0.0
2020-03-06,-0.19969602649471976,0.0
2020-03-09,-0.18521050724261792,0.0
2020-03-10,-0.16377860859772242,0.0
2020-03-11,-0.1162272525603425,0.0
2020-03-12,0.03573273512361173,0.0
2020-03-13,-0.05060667187390693,0.0
2020-03-16,0.057950977767847654,0.0
2020-03-17,-0.04354276375048501,0.0
2020-03-18,-0.034550997399394524,0.0
2020-03-19,0.024643400352917805,0.0
2020-03-20,0.09939614617998692,0.0
2020-03-23,0.16597794795194645,0.0
2020-03-24,0.10467550957632855,0.0
2020-03-25,0.12211145698294565,0.0
2020-03-26,0.07815228648136505,0.0
2020-03-27,0.07538890154553766,0.0
2020-03-30,0.07865838700122049,0.0
2020-03-31,0.08327180505599815,0.0
2020-04-01,0.10687215132220769,0.0
2020-04-02,0.09676565048034773,0.0
2020-04-03,0.06910110909426961,0.0
2020-04-06,0.011086108582932143,0.0
2020-04-07,0.0322496007225833,0.0
2020-04-08,0.008644862351609911,0.0
2020-04-09,0.009928153174774981,0.0
2020-04-13,0.020244133386950823,0.0
2020-04-14,-0.015751061506767968,0.0
2020-04-15,-0.0040625857355944634,0.0
2020-04-16,-0.02257212528519826,0.0
2020-04-17,-0.0487733300456191,0.0
2020-04-20,-0.029429126697648803,0.0
2020-04-21,-0.007088030431163565,0.0
2020-04-22,-0.027678670618869687,0.0
2020-04-23,-0.021577311888052647,0.0
2020-04-24,-0.0101002243662202,0.0
2020-04-27,-0.014368908526426727,0.0
2020-04-28,-0.028436282451525238,0.0
2020-04-29,-0.03328170118424359,0.0
2020-04-30,-0.023796007085770704,0.0
2020-05-01,-0.003999621420222589,0.0
2020-05-04,0.01225310515051203,0.0
2020-05-05,-0.007138475288178863,0.0
2020-05-06,0.015663422226133327,0.0
2020-05-07,0.007360596895674823,0.0
2020-05-08,-0.011246776511462666,0.0
2020-05-11,-0.004489782206601894,0.0
2020-05-12,0.018933276479691896,0.0
2020-05-13,0.03683724421869382,0.0
2020-05-14,0.04030865026187984,0.0
2020-05-15,0.03845615362587548,0.0
2020-05-18,0.025403697057145642,0.0
2020-05-19,0.045264499723293244,0.0
2020-05-20,0.028597795147259897,0.0
2020-05-21,0.05354331786749573,0.0
2020-05-22,0.06075779584415265,0.0
2020-05-26,0.04715706430284981,0.0
2020-05-27,0.029401750217755655,0.0
2020-05-28,-0.018076688664245767,0.0
