date,y_true,y_pred
2020-01-02,0.038280056332050776,0.0
2020-01-03,0.0431591618016145,0.0
2020-01-06,0.05131688436746667,0.0
2020-01-07,0.05583632255335417,0.0
2020-01-08,0.06514503445351429,0.0
2020-01-09,0.062317402472114446,0.0
2020-01-10,0.057184328129895934,0.0
2020-01-13,0.05524468371504098,0.0
2020-01-14,0.05494154684655052,0.0
2020-01-15,0.0503137035051413,0.0
2020-01-16,0.039626612822958436,0.0
2020-01-17,0.0358964997750015,0.0
2020-01-21,0.016779886249940965,0.0
2020-01-22,0.01774623293220563,0.0
2020-01-23,0.009197948374599243,0.0
2020-01-24,0.0033590845128849333,0.0
2020-01-27,0.009632152012472408,0.0
2020-01-28,0.009158902439579078,0.0
2020-01-29,0.0072568689856227706,0.0
2020-01-30,0.009051200202548246,0.0
2020-01-31,0.020234665836564282,0.0
2020-02-03,0.0253974995303795,0.0
2020-02-04,0.024511257493929586,0.0
2020-02-05,0.023986766360992496,0.0
2020-02-06,0.021849276603871304,0.0
2020-02-07,0.01332390513642819,0.0
2020-02-10,-0.0116873789961875,0.0
2020-02-11,-0.025503488210396733,0.0
2020-02-12,-0.07225180186550385,0.0
2020-02-13,-0.11731822327795657,0.0
2020-02-14,-0.06682366976953945,0.0
2020-02-18,-0.08754962272899294,0.0
2020-02-19,-0.02145052307165028,0.0
2020-02-20,-0.04054992927360336,0.0
2020-02-21,-0.04686532658690508,0.0
2020-02-24,-0.09106088424940308,0.0
2020-02-25,-0.06057849934449265,0.0
2020-02-26,-0.10196811473180689,0.0
2020-02-27,-0.16234544421352679,0.0
2020-02-28,-0.07529651678408414,0.0
2020-03-02,-0.253051957021762,0.0
2020-03-03,-0.12028503945363328,0.0
2020-03-04,-0.21998365765115838,0.0
2020-03-05,-0.264405998890162,0.0
2020-03-06,-0.3388893589639432,0.0
2020-03-09,-0.3353423083601946,0.0
2020-03-10,-0.242491197013817,0.0
2020-03-11,-0.16570794570145633,0.0
2020-03-12,0.02249946913330116,0.0
2020-03-13,-0.025154360528061484,0.0
2020-03-16,0.13173633416078676,0.0
2020-03-17,-0.029841947691333612,0.0
2020-03-18,-0.047314202167451254,0.0
2020-03-19,0.04347170981974547,0.0
2020-03-20,0.0897152072757567,0.0
2020-03-23,0.21648894222843643,0.0
2020-03-24,0.10175689575283783,0.0
2020-03-25,0.12957999105338283,0.0
2020-03-26,0.09386453966115739,0.0
2020-03-27,0.05622016817635356,0.0
2020-03-30,0.04883938890310253,0.0
2020-03-31,0.056486524159203466,0.0
2020-04-01,0.1186362655627276,0.0
2020-04-02,0.11953970158055928,0.0
2020-04-03,0.11737514890682482,0.0
2020-04-06,0.026356709863992935,0.0
2020-04-07,0.06772133441396844,0.0
2020-04-08,-0.0022404058887442522,0.0
2020-04-09,-0.042138048000698834,0.0
2020-04-13,0.000509212113886317,0.0
2020-04-14,-0.024713096184917346,0.0
2020-04-15,-0.0003412088476935446,0.0
2020-04-16,-0.02381478333605114,0.0
2020-04-17,-0.07993250409382065,0.0
2020-04-20,-0.03387775967763282,0.0
2020-04-21,-0.009119874270197524,0.0
2020-04-22,-0.07245203821770874,0.0
2020-04-23,-0.051511334007224775,0.0
2020-04-24,-0.037740304124064726,0.0
2020-04-27,-0.0524282649278201,0.0
2020-04-28,-0.06495565912969209,0.0
2020-04-29,-0.06429989670844219,0.0
2020-04-30,-0.030318855779211392,0.0
2020-05-01,-0.019333643018502145,0.0
2020-05-04,0.013408726994399532,0.0
2020-05-05,-0.01133958047576779,0.0
2020-05-06,0.02876347461741173,0.0
2020-05-07,0.014606729554211502,0.0
2020-05-08,0.005681743819574508,0.0
2020-05-11,0.01649409017944495,0.0
2020-05-12,0.03718571513010645,0.0
2020-05-13,0.07482284326309725,0.0
2020-05-14,0.07188083875924993,0.0
2020-05-15,0.0971163747275323,0.0
2020-05-18,0.06332195653587787,0.0
2020-05-19,0.09187032679474985,0.0
2020-05-20,0.06831907840911068,0.0
2020-05-21,0.0911351795158338,0.0
